Date,Units Sold,Inventory Level,Price,Discount,Competitor Pricing,Store ID,Region
2022-04-21,3158,5450,60.979,20,60.94349999999999,S001,North
2022-04-22,2501,4750,56.325,20,56.5755,S001,West
2022-04-23,2228,5013,61.697,20,62.375,S001,East
2022-04-24,2920,5730,61.187,20,61.419,S001,South
2022-04-25,2985,5378,58.0425,20,58.428,S001,West
2022-04-26,2480,5308,47.5975,20,47.1245,S001,South
2022-04-27,2568,5354,65.888,20,65.3275,S001,South
2022-04-28,3429,5915,55.35,20,54.935,S001,South
2022-04-29,2062,5676,57.1385,20,57.1485,S001,South
2022-04-30,3214,5911,50.607,20,51.641,S001,South
2022-05-01,1930,4482,57.6145,20,56.917,S001,East
2022-05-02,1788,5197,54.5065,20,54.1115,S001,East
2022-05-03,2444,4670,60.04600000000001,20,59.71,S001,East
2022-05-04,2435,5960,48.935,20,48.349,S001,West
2022-05-05,2215,4955,47.4735,20,47.549,S001,South
2022-05-06,2881,5884,52.5585,20,53.5595,S001,South
2022-05-07,2581,5755,52.05499999999999,20,53.178,S001,East
2022-05-08,3044,6108,53.078,20,52.385000000000005,S001,South
2022-05-09,2977,5624,51.099,20,50.5235,S001,West
2022-05-10,2900,5817,60.188,20,59.04299999999999,S001,North
2022-05-11,2298,5129,57.327,20,57.282500000000006,S001,West
2022-05-12,1549,4642,60.233,20,60.7135,S001,East
2022-05-13,2260,4552,58.455,20,57.1845,S001,North
2022-05-14,3136,5483,50.1505,20,49.0425,S001,East
2022-05-15,3279,5354,48.2645,20,49.1665,S001,South
2022-05-16,2421,5213,55.031000000000006,20,55.0615,S001,North
2022-05-17,2902,5702,46.7795,20,46.0035,S001,East
2022-05-18,2850,5916,49.5575,20,48.766000000000005,S001,South
2022-05-19,2555,5112,46.3305,20,45.7415,S001,West
2022-05-20,2077,5465,58.347,20,58.603,S001,West
2022-05-21,2058,4102,61.081,20,61.212,S001,East
2022-05-22,2344,4746,57.3635,20,56.794,S001,North
2022-05-23,2911,6111,50.62,20,49.563,S001,East
2022-05-24,2945,5373,49.2375,20,48.662,S001,West
2022-05-25,2955,5786,48.8115,20,47.44,S001,West
2022-05-26,2606,4944,51.2025,20,50.714,S001,East
2022-05-27,1928,5708,51.514,20,52.457,S001,South
2022-05-28,2809,5654,60.4975,20,60.068,S001,East
2022-05-29,3014,6181,53.1285,20,53.929,S001,West
2022-05-30,2536,5478,48.8185,20,48.763,S001,West
2022-05-31,2635,4563,61.647000000000006,20,61.834500000000006,S001,East
2022-06-01,2168,5977,57.355,20,58.221500000000006,S001,North
2022-06-02,2918,5835,54.4345,20,56.334500000000006,S001,West
2022-06-03,2392,5687,63.24,20,63.747,S001,North
2022-06-04,2372,5412,57.3605,20,58.335,S001,West
2022-06-05,1529,4648,62.939,20,62.8595,S001,West
2022-06-06,2246,5217,59.4625,20,58.7845,S001,North
2022-06-07,2804,5851,66.15700000000001,20,66.3655,S001,East
2022-06-08,2334,5657,57.312,20,58.1965,S001,East
2022-06-09,2439,5992,56.1265,20,56.1655,S001,South
2022-06-10,2672,5586,53.273,20,55.0465,S001,North
2022-06-11,2563,5388,59.5385,20,57.932500000000005,S001,East
2022-06-12,2098,4751,55.1645,20,54.9285,S001,South
2022-06-13,3105,5637,52.4295,20,51.89,S001,West
2022-06-14,2504,5964,51.23350000000001,15,51.9335,S001,East
2022-06-15,2811,5425,65.1695,20,66.473,S001,South
2022-06-16,3899,6313,48.996,20,48.8145,S001,West
2022-06-17,3026,5634,57.86900000000001,20,57.211,S001,East
2022-06-18,2754,5552,48.8665,20,48.8075,S001,North
2022-06-19,3035,6381,57.343,20,55.99,S001,East
2022-06-20,2300,5847,57.6105,20,57.7625,S001,West
2022-06-21,3755,6412,64.697,20,64.9425,S001,North
2022-06-22,2776,5109,52.43050000000001,20,52.06,S001,West
2022-06-23,2864,6387,54.7745,20,55.0185,S001,West
2022-06-24,2734,5858,55.0645,20,54.520500000000006,S001,North
2022-06-25,2289,5503,43.5355,20,43.158,S001,North
2022-06-26,2250,5501,47.302,20,46.7455,S001,North
2022-06-27,2414,5786,50.58,20,51.034000000000006,S001,North
2022-06-28,2608,5642,63.7025,20,63.9165,S001,South
2022-06-29,2459,4779,51.091,20,51.4695,S001,North
2022-06-30,2660,5382,58.905,20,58.5495,S001,North
2022-07-01,1813,5075,64.3415,20,64.0605,S001,South
2022-07-02,2648,4788,57.976,20,57.709,S001,East
2022-07-03,2686,5116,57.6135,20,56.814,S001,South
2022-07-04,2017,4729,69.7215,20,69.8925,S001,West
2022-07-05,3054,5653,49.7525,20,50.495,S001,North
2022-07-06,1796,4482,53.4985,20,53.281000000000006,S001,East
2022-07-07,2783,5470,60.8215,20,61.3775,S001,East
2022-07-08,2941,5015,57.572,20,57.94350000000001,S001,West
2022-07-09,2234,4733,59.333000000000006,20,60.456,S001,West
2022-07-10,2592,5760,53.224,20,52.815,S001,West
2022-07-11,2861,5645,54.769000000000005,20,54.427,S001,East
2022-07-12,2465,5080,63.368,20,63.727,S001,South
2022-07-13,2740,5339,60.862,20,61.3665,S001,South
2022-07-14,2975,6034,58.4,20,57.971,S001,North
2022-07-15,2737,5054,64.385,20,63.1095,S001,North
2022-07-16,2948,6117,43.1025,20,43.738,S001,South
2022-07-17,2774,5738,56.83200000000001,20,56.771,S001,North
2022-07-18,2986,6271,51.6655,20,50.861,S001,South
2022-07-19,2458,5079,53.085,20,53.848,S001,South
2022-07-20,2301,5203,56.787,20,55.0195,S001,East
2022-07-21,2699,6059,45.3025,20,46.452,S001,West
2022-07-22,3172,5429,60.976,20,60.9245,S001,East
2022-07-23,3451,5614,59.56699999999999,20,60.107000000000006,S001,West
2022-07-24,2725,5977,56.636,20,55.9105,S001,East
2022-07-25,2291,4935,57.574,20,57.760000000000005,S001,North
2022-07-26,2576,6066,55.339,20,55.363,S001,North
2022-07-27,2549,4757,50.8005,20,51.23049999999999,S001,North
2022-07-28,2488,4909,51.768,15,50.816,S001,South
2022-07-29,3128,5254,48.8465,20,48.503,S001,West
2022-07-30,2097,5124,49.8895,20,49.4225,S001,South
2022-07-31,2553,5108,54.9405,20,54.614,S001,East
2022-08-01,2440,4763,48.5745,20,49.015,S001,West
2022-08-02,2694,5786,55.911,20,56.9385,S001,West
2022-08-03,3099,5298,59.836,20,59.9735,S001,East
2022-08-04,2515,5087,47.7145,20,47.1225,S001,North
2022-08-05,3024,5679,58.1265,20,57.249,S001,North
2022-08-06,2820,5191,54.5825,20,55.1065,S001,West
2022-08-07,3107,5798,60.56699999999999,20,61.58200000000001,S001,South
2022-08-08,3418,6181,50.2355,20,49.5765,S001,East
2022-08-09,1568,4241,60.0775,20,60.261,S001,West
2022-08-10,2718,6047,57.536,20,57.036,S001,North
2022-08-11,1901,5057,57.4935,20,57.524,S001,East
2022-08-12,2994,5459,60.255500000000005,20,59.49249999999999,S001,East
2022-08-13,3066,5721,57.05749999999999,20,58.218500000000006,S001,West
2022-08-14,2989,5588,59.5635,20,59.3595,S001,South
2022-08-15,2925,5415,61.6595,20,60.899,S001,South
2022-08-16,2964,5808,57.39149999999999,20,57.1185,S001,South
2022-08-17,3789,6459,56.2385,20,56.417,S001,West
2022-08-18,3131,6224,44.4345,20,44.239,S001,North
2022-08-19,2718,5229,52.85850000000001,20,52.154500000000006,S001,North
2022-08-20,1959,5352,56.2375,20,57.3665,S001,East
2022-08-21,2133,5832,48.382,20,48.6425,S001,North
2022-08-22,2170,4890,55.604,20,55.0735,S001,East
2022-08-23,3141,5958,55.004,20,54.569,S001,West
2022-08-24,2577,5378,51.929,20,51.8405,S001,East
2022-08-25,1857,4203,47.823,20,47.7355,S001,East
2022-08-26,2637,5242,51.864,20,52.3985,S001,West
2022-08-27,2588,6207,52.836,20,52.520500000000006,S001,North
2022-08-28,2122,5051,49.486,20,49.313,S001,West
2022-08-29,2753,5946,51.2565,20,51.353,S001,West
2022-08-30,2708,4881,50.279,20,50.5115,S001,North
2022-08-31,2339,5070,56.116,20,55.941,S001,North
2022-09-01,3392,5836,65.0005,20,65.4725,S001,South
2022-09-02,2826,5736,43.893,20,43.999,S001,West
2022-09-03,2773,5587,53.032,20,52.3875,S001,East
2022-09-04,3370,5853,59.55,20,59.854,S001,West
2022-09-05,2553,6272,61.84,20,61.05500000000001,S001,South
2022-09-06,2977,6084,63.376,20,64.61,S001,East
2022-09-07,2380,4459,45.3875,20,44.6695,S001,South
2022-09-08,3256,6102,56.4535,20,55.2965,S001,North
2022-09-09,2706,5532,66.63250000000001,20,66.163,S001,North
2022-09-10,3323,5855,50.414,20,50.5215,S001,East
2022-09-11,2014,5904,59.473,20,59.015,S001,South
2022-09-12,3719,6016,65.87,20,65.84450000000001,S001,North
2022-09-13,3094,5878,56.4605,20,56.1605,S001,West
2022-09-14,2653,4811,54.89450000000001,20,54.9825,S001,South
2022-09-15,2241,4419,53.93150000000001,20,54.2205,S001,North
2022-09-16,2601,5166,61.35549999999999,20,61.0945,S001,West
2022-09-17,2807,5757,56.335,20,56.2995,S001,East
2022-09-18,2652,5715,54.54,20,55.412,S001,North
2022-09-19,2971,5374,68.4985,20,68.107,S001,North
2022-09-20,2440,6041,50.654,20,50.5495,S001,West
2022-09-21,2402,5654,52.673,20,52.24,S001,East
2022-09-22,3285,6207,61.974,20,61.8405,S001,South
2022-09-23,2713,5553,63.99,20,63.033,S001,South
2022-09-24,2941,5783,53.074,20,53.081,S001,South
2022-09-25,3254,6171,55.4415,20,55.2235,S001,West
2022-09-26,3028,5537,43.763,20,44.574,S001,East
2022-09-27,1995,5352,62.585,15,62.6095,S001,West
2022-09-28,3149,5631,52.972,20,52.4375,S001,East
2022-09-29,2979,5760,47.3185,20,47.020500000000006,S001,North
2022-09-30,2247,6592,57.19199999999999,20,56.810500000000005,S001,South
2022-10-01,3152,5389,55.8745,20,56.5175,S001,West
2022-10-02,2555,5800,48.438,20,48.636,S001,South
2022-10-03,2659,5241,58.7045,20,58.4465,S001,North
2022-10-04,2657,5211,62.103,20,61.5455,S001,South
2022-10-05,2096,4306,54.045,20,53.749,S001,West
2022-10-06,1955,5360,54.5385,20,54.358,S001,South
2022-10-07,2986,6085,65.50800000000001,20,65.1415,S001,East
2022-10-08,3401,5340,46.3615,20,45.288,S001,East
2022-10-09,3051,5420,58.303,20,58.194,S001,South
2022-10-10,2220,4753,53.697500000000005,20,53.553,S001,East
2022-10-11,2427,5049,61.9425,20,62.3645,S001,South
2022-10-12,3247,5731,56.863,20,57.7055,S001,West
2022-10-13,2917,5966,58.932500000000005,20,58.419500000000006,S001,West
2022-10-14,2504,5653,60.118,20,60.884,S001,East
2022-10-15,3270,5658,58.946000000000005,20,59.4245,S001,North
2022-10-16,2787,6160,61.5335,20,60.392,S001,East
2022-10-17,3257,5295,50.128,20,49.7575,S001,East
2022-10-18,2945,6173,51.185,20,51.175,S001,East
2022-10-19,3018,5724,58.9065,20,58.4215,S001,East
2022-10-20,3316,6107,54.133,20,53.37949999999999,S001,South
2022-10-21,2393,4720,52.8005,20,53.322,S001,South
2022-10-22,2644,5221,50.1065,20,50.5265,S001,North
2022-10-23,2939,4697,58.880500000000005,20,58.591,S001,East
2022-10-24,3588,5529,55.1735,20,55.0635,S001,South
2022-10-25,3226,5250,57.3145,20,56.8985,S001,North
2022-10-26,2001,5729,47.873000000000005,20,47.047,S001,East
2022-10-27,3288,5582,53.9545,20,53.581,S001,North
2022-10-28,3271,5920,54.187,20,54.323,S001,South
2022-10-29,3168,5551,51.4665,20,52.0875,S001,East
2022-10-30,2512,5614,53.605,20,53.689,S001,North
2022-10-31,2743,5430,46.9725,20,46.6145,S001,East
2022-11-01,3403,5991,55.653,20,54.5675,S001,South
2022-11-02,3287,5830,44.3685,20,43.718,S001,South
2022-11-03,2410,5126,56.2145,20,55.927,S001,South
2022-11-04,3267,5969,63.102,20,62.557,S001,West
2022-11-05,2848,4945,52.5345,20,51.87949999999999,S001,East
2022-11-06,3240,5638,63.4625,20,63.375,S001,West
2022-11-07,2860,6076,63.7875,20,64.06,S001,West
2022-11-08,2315,5495,56.93050000000001,20,57.458000000000006,S001,West
2022-11-09,2965,5325,55.3365,20,55.5345,S001,North
2022-11-10,2373,5033,52.846500000000006,20,52.979,S001,North
2022-11-11,2764,5788,51.3375,20,50.8325,S001,South
2022-11-12,3346,6198,51.7295,20,51.9775,S001,West
2022-11-13,2687,5790,49.190000000000005,20,49.082,S001,West
2022-11-14,2668,6027,61.578,20,61.43300000000001,S001,East
2022-11-15,2348,4860,55.8115,20,55.4675,S001,South
2022-11-16,2316,5823,65.58500000000001,20,65.086,S001,West
2022-11-17,3301,5112,60.1405,20,60.1495,S001,West
2022-11-18,2284,4972,50.819,20,50.628,S001,North
2022-11-19,2580,5530,51.8165,20,52.265,S001,West
2022-11-20,2521,4950,55.3265,20,54.76649999999999,S001,South
2022-11-21,3609,5585,46.861,20,47.124,S001,North
2022-11-22,2765,5386,51.5485,20,51.6355,S001,West
2022-11-23,2762,5906,53.731,20,53.0185,S001,East
2022-11-24,2900,5387,63.137,20,63.322,S001,South
2022-11-25,3084,5568,56.9245,20,56.9235,S001,South
2022-11-26,2477,4856,50.8765,20,50.5875,S001,North
2022-11-27,3362,6034,53.988,20,53.55499999999999,S001,North
2022-11-28,2656,5335,54.645,20,54.877,S001,East
2022-11-29,3154,5552,52.348,20,53.155,S001,West
2022-11-30,3567,6093,52.172,20,52.633500000000005,S001,East
2022-12-01,2698,5392,56.50599999999999,20,56.1485,S001,South
2022-12-02,2592,5218,44.515,20,44.0185,S001,South
2022-12-03,3088,5713,49.1205,20,49.761,S001,North
2022-12-04,2753,5303,51.1895,20,52.6395,S001,East
2022-12-05,2812,5515,57.319500000000005,20,58.2165,S001,South
2022-12-06,3404,5659,56.3975,20,56.636,S001,North
2022-12-07,3197,5821,55.4255,20,55.3295,S001,West
2022-12-08,1999,4779,51.5265,20,52.6405,S001,South
2022-12-09,3107,5399,47.9275,20,47.3325,S001,South
2022-12-10,1902,5072,59.6835,20,59.08,S001,South
2022-12-11,2588,5066,60.68150000000001,20,61.575,S001,East
2022-12-12,2507,6082,54.068000000000005,20,54.598,S001,West
2022-12-13,1812,3704,50.621,20,50.4415,S001,East
2022-12-14,2309,5425,57.612,20,56.658,S001,East
2022-12-15,2513,5629,59.1745,20,59.21849999999999,S001,West
2022-12-16,3761,6535,58.310500000000005,20,58.3335,S001,East
2022-12-17,2201,4454,48.346,20,47.9695,S001,South
2022-12-18,2599,5034,53.0665,20,52.812,S001,North
2022-12-19,2873,6248,58.422,20,58.354,S001,East
2022-12-20,2607,6062,50.1,20,50.529,S001,West
2022-12-21,2591,5396,56.3685,20,56.207,S001,East
2022-12-22,2407,6199,48.714,20,49.1835,S001,South
2022-12-23,2994,5476,51.958000000000006,20,51.145,S001,East
2022-12-24,2959,5476,51.196,20,51.4115,S001,South
2022-12-25,2653,5678,55.471,20,54.76649999999999,S001,North
2022-12-26,2289,5608,51.069,20,51.1135,S001,West
2022-12-27,2177,5396,51.6035,20,51.195,S001,East
2022-12-28,2159,6237,46.162,20,46.1075,S001,West
2022-12-29,3102,6494,59.11900000000001,20,59.3475,S001,West
2022-12-30,2680,5967,57.626,20,57.715,S001,North
2022-12-31,2440,4949,51.4115,20,50.69,S001,South
2023-01-01,2375,6185,46.3245,20,47.3095,S001,South
2023-01-02,2820,4886,54.998000000000005,20,54.82000000000001,S001,South
2023-01-03,3809,6530,49.0205,20,50.0395,S001,East
2023-01-04,2724,5509,50.7115,20,52.514,S001,East
2023-01-05,2885,6199,53.574,20,54.177,S001,South
2023-01-06,2429,5432,62.6555,20,62.2875,S001,East
2023-01-07,1324,4775,59.91799999999999,15,59.929,S001,West
2023-01-08,2725,4914,60.3115,20,60.642,S001,West
2023-01-09,2176,4694,51.089,20,51.214,S001,East
2023-01-10,2752,6048,54.999,20,54.95,S001,North
2023-01-11,3126,5491,65.9745,20,65.98400000000001,S001,East
2023-01-12,3172,5756,63.0135,20,62.444500000000005,S001,South
2023-01-13,3496,6220,57.644000000000005,20,57.7445,S001,East
2023-01-14,2543,6225,48.8505,20,47.7085,S001,South
2023-01-15,2861,5673,53.11900000000001,20,52.8135,S001,East
2023-01-16,2202,5424,55.9415,20,55.69349999999999,S001,North
2023-01-17,3093,5941,55.0375,20,55.098,S001,West
2023-01-18,2916,6412,51.614,20,50.744,S001,North
2023-01-19,3003,5746,58.9485,20,58.6665,S001,West
2023-01-20,2691,5143,55.9655,20,56.7085,S001,North
2023-01-21,2450,5648,55.6715,20,55.4105,S001,West
2023-01-22,3345,5824,50.9245,20,51.304,S001,West
2023-01-23,2269,4740,61.76649999999999,20,61.6705,S001,South
2023-01-24,2779,5942,64.709,20,65.6725,S001,North
2023-01-25,2447,5543,47.953,20,48.223,S001,South
2023-01-26,3200,6243,55.16,20,54.816,S001,East
2023-01-27,3273,5792,48.869,20,48.2955,S001,North
2023-01-28,3284,6453,61.9705,20,62.532,S001,West
2023-01-29,2562,5033,54.4795,20,54.56699999999999,S001,South
2023-01-30,3095,6392,56.289,20,57.346500000000006,S001,South
2023-01-31,3206,5007,49.9845,20,49.2345,S001,North
2023-02-01,2089,5674,57.781000000000006,20,57.752,S001,East
2023-02-02,2106,5938,47.1745,20,48.0735,S001,North
2023-02-03,1664,4142,59.483,20,60.185500000000005,S001,North
2023-02-04,2228,5421,48.6755,20,47.6635,S001,East
2023-02-05,2521,4835,56.0015,20,55.8165,S001,North
2023-02-06,2318,5374,57.0865,20,56.9755,S001,East
2023-02-07,2678,5404,54.123000000000005,20,54.0765,S001,North
2023-02-08,2549,5267,61.416,20,61.7165,S001,North
2023-02-09,2927,5659,60.521,20,59.6315,S001,South
2023-02-10,2654,5818,66.138,20,65.908,S001,North
2023-02-11,3713,6715,46.245,20,45.4995,S001,West
2023-02-12,2978,4803,46.9985,20,46.723,S001,East
2023-02-13,3247,5778,57.3865,20,57.605500000000006,S001,East
2023-02-14,2822,5447,53.4045,20,52.9515,S001,East
2023-02-15,2092,5000,60.3125,20,61.604,S001,West
2023-02-16,2782,5860,59.5305,20,58.9515,S001,South
2023-02-17,2739,5510,62.8665,20,63.477,S001,South
2023-02-18,2914,5197,58.294,20,57.34349999999999,S001,South
2023-02-19,2377,4999,69.909,20,69.3175,S001,South
2023-02-20,2120,5305,54.0855,20,54.7515,S001,North
2023-02-21,2972,5867,55.7875,20,56.3035,S001,South
2023-02-22,2966,5166,52.49399999999999,20,51.9465,S001,North
2023-02-23,3460,5649,52.654,20,53.19199999999999,S001,West
2023-02-24,2663,4946,50.8395,20,51.7835,S001,East
2023-02-25,2609,5026,57.4005,20,57.218,S001,West
2023-02-26,3116,6521,54.633,20,54.638,S001,North
2023-02-27,2285,4556,60.19,20,59.599,S001,North
2023-02-28,3924,6137,54.6795,20,55.15650000000001,S001,West
2023-03-01,2404,5515,56.25699999999999,20,56.8015,S001,West
2023-03-02,3465,5750,57.699,20,58.4535,S001,West
2023-03-03,2510,5321,48.0655,20,47.36450000000001,S001,West
2023-03-04,3070,5284,59.364,20,59.3645,S001,North
2023-03-05,3506,6326,49.4335,20,48.8805,S001,North
2023-03-06,2322,4805,60.8205,20,62.5285,S001,North
2023-03-07,3125,5962,65.878,20,66.798,S001,East
2023-03-08,2248,5163,57.66850000000001,20,57.068,S001,East
2023-03-09,2445,5299,57.7875,20,56.849,S001,North
2023-03-10,2920,5065,63.187,20,62.889,S001,South
2023-03-11,2429,5294,56.516,20,56.4395,S001,North
2023-03-12,3502,6424,50.239,20,50.665,S001,East
2023-03-13,3020,5783,56.1395,20,56.265,S001,North
2023-03-14,2278,5455,57.327,20,57.904,S001,West
2023-03-15,2350,6259,59.1155,20,59.8135,S001,West
2023-03-16,1512,4213,58.524,20,59.004,S001,East
2023-03-17,2931,5058,57.872,20,55.569,S001,West
2023-03-18,2269,5134,54.233,20,54.642,S001,South
2023-03-19,2494,5758,58.1495,20,58.6195,S001,East
2023-03-20,2920,5881,58.77,20,59.099,S001,East
2023-03-21,2528,4644,52.731,20,53.1155,S001,West
2023-03-22,3225,5329,51.161,20,50.959,S001,West
2023-03-23,3533,6224,57.2275,20,57.509,S001,East
2023-03-24,2169,4849,54.5395,20,54.3925,S001,East
2023-03-25,2815,5725,53.758500000000005,20,52.82000000000001,S001,East
2023-03-26,1836,5248,51.3055,20,51.4025,S001,North
2023-03-27,3244,5815,48.865,20,48.5835,S001,South
2023-03-28,3539,5609,64.932,20,64.3105,S001,East
2023-03-29,2909,4865,57.029,20,56.392,S001,East
2023-03-30,3046,6001,53.946000000000005,20,53.8775,S001,East
2023-03-31,1926,4386,52.6785,20,52.947,S001,West
2023-04-01,2360,4968,58.5505,20,58.810500000000005,S001,North
2023-04-02,2564,5533,71.3595,20,71.95,S001,East
2023-04-03,2838,5791,56.517,20,55.926,S001,West
2023-04-04,2555,5403,53.436,20,52.6725,S001,South
2023-04-05,1932,4960,68.013,20,67.506,S001,East
2023-04-06,2126,5404,55.9145,20,55.2055,S001,West
2023-04-07,2778,6258,51.3475,20,50.954,S001,South
2023-04-08,1725,4611,60.2505,20,60.2675,S001,South
